sample_id,species_true,n_rows,n_correct,n_incorrect,incorrect_rate,most_common_wrong_pred,n_incorrect_to_most_common,mean_conf_to_most_common,mean_conf_overall,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_20,sex,life_stage,attached,dorsal_image_path,ventral_image_path
ZOE-0021-03,Dermacentor variabilis,489,14,475,0.9713701431492843,Amblyomma americanum,220,0.34017159050756895,0.3083146519273781,0.94,0.9494949494949495,0.98,0.9895833333333334,1.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0021-03-1.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0021-03-02.jpg"
296-01,Ixodes scapularis,471,19,452,0.9596602972399151,Amblyomma americanum,218,0.3622038466363821,0.33271472227472293,0.9191919191919192,0.9175257731958762,0.96875,1.0,1.0,,Nymph,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/296-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/296-01-02.jpg"
ZOE-0096-01,Dermacentor variabilis,487,20,467,0.9589322381930184,Haemaphysalis longicornis,368,0.3853166984802293,0.35766218445045994,0.9,0.94,0.9690721649484536,0.9894736842105263,1.0,Female,Adult,No,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0096-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0096-01-02.jpg"
218-01,Dermacentor variabilis,486,28,458,0.9423868312757202,Amblyomma americanum,233,0.33216192830364893,0.2984627444110424,0.8484848484848485,0.93,0.96,0.9789473684210527,1.0,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/218-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/218-01-02.jpg"
172-01,Dermacentor variabilis,489,30,459,0.9386503067484663,Haemaphysalis longicornis,305,0.31974372836903725,0.3141622597288319,0.89,0.94,0.9578947368421052,0.9489795918367347,0.9583333333333334,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/172-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/172-01-02.jpg"
202-01,Dermacentor variabilis,489,30,459,0.9386503067484663,Haemaphysalis longicornis,193,0.2952090282863135,0.29329988543514823,0.8,0.9494949494949495,0.9696969696969697,1.0,0.9787234042553191,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/202-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/202-01-02.jpg"
261-01,Dermacentor variabilis,485,31,454,0.9360824742268041,Haemaphysalis longicornis,302,0.3114611018380376,0.3029626323235375,0.8673469387755102,0.9292929292929293,0.9183673469387755,0.9895833333333334,0.9787234042553191,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/261-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/261-01-02.jpg"
ZOE-0091-01,Dermacentor variabilis,486,47,439,0.9032921810699589,Haemaphysalis longicornis,342,0.3148801297735548,0.3045292633593259,0.83,0.9191919191919192,0.8787878787878788,0.9361702127659575,0.9574468085106383,Female,Adult,No,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0091-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/ZOE-0091-01-02.jpg"
324-01,Dermacentor variabilis,482,47,435,0.9024896265560166,Amblyomma americanum,187,0.3294414843077059,0.2974361612655629,0.68,0.9285714285714286,0.9690721649484536,0.9690721649484536,0.9777777777777777,Female,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/324-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/324-01-02.jpg"
215-01,Dermacentor variabilis,491,51,440,0.8961303462321792,Amblyomma americanum,234,0.32576490137571035,0.29881377115416163,0.66,0.9393939393939394,0.95,0.96875,0.96875,Male,Adult,,"/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/215-01-01.jpg","/Users/jayjivandas/Library/CloudStorage/OneDrive-TheOhioStateUniversity/Research-Onedrive/Imageomics/Bryant, Cece's files - Tick Images - Copy/215-01-02.jpg"
